search_term,product_name,unit_size,price,store,date,clean_price,normalized_qty,unit_type,unit_uncertain,price_per_unit,brand_type,category,scraper_error,name_match_uncertain
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.39,Aldi,2026-03-08,2.39,1.0,count,False,2.39,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-03-08,4.25,12.0,count,False,0.354167,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.55,Aldi,2026-03-08,3.55,16.0,oz,False,0.221875,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-03-08,1.06,15.0,oz,False,0.070667,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-08,0.55,8.0,oz,False,0.06875,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-08,1.65,20.0,oz,False,0.0825,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-03-08,2.25,64.0,oz,False,0.035156,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-03-08,0.33,6.4,oz,False,0.051562,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-08,9.43,18.08,oz,False,0.521571,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-08,2.09,7.5,oz,False,0.278667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-08,1.59,8.64,oz,False,0.184028,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-03-08,8.93,18.4,oz,False,0.485326,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-08,2.97,16,oz,True,0.185625,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-03-08,2.43,12.0,count,False,0.2025,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-08,2.43,8.0,oz,False,0.30375,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-03-08,1.38,16.0,oz,False,0.08625,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-03-08,1.09,8.0,oz,False,0.13625,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-08,2.65,20.0,oz,False,0.1325,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-08,2.43,64,oz,True,0.037969,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-03-08,0.21,1.0,count,False,0.21,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-03-08,10.71,25.6,oz,False,0.418359,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-03-08,0.96,5.8,oz,False,0.165517,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-03-08,0.74,1.0,count,False,0.74,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-03-08,7.22,16,oz,False,0.45125,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-03-08,2.02,1.0,count,False,2.02,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-03-08,2.21,12.0,count,False,0.184167,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-03-08,2.81,8.0,count,False,0.35125,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-03-08,0.94,16.0,oz,False,0.05875,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-03-08,0.5,8.0,oz,False,0.0625,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-03-08,1.56,20.0,oz,False,0.078,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-03-08,3.38,128.0,oz,False,0.026406,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.47/lb),$0.16,Aldi,2026-03-09,0.19,5.28,oz,False,0.035985,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.5 lb/package  ($1.99/lb),$4.98,Aldi,2026-03-09,5.08,40.0,oz,False,0.127,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-03-09,2.38,24.0,oz,False,0.099167,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.45,Aldi,2026-03-09,2.45,48.0,oz,False,0.051042,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-03-09,7.48,21.28,oz,False,0.351504,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.39,Aldi,2026-03-09,2.31,1.0,count,False,2.31,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-03-09,4.3,12.0,count,False,0.358333,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.55,Aldi,2026-03-09,3.56,16.0,oz,False,0.2225,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-03-09,1.06,15.0,oz,False,0.070667,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-09,0.53,8.0,oz,False,0.06625,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-09,1.66,20.0,oz,False,0.083,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-03-09,2.26,64.0,oz,False,0.035312,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-03-09,0.32,6.4,oz,False,0.05,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-09,9.44,18.08,oz,False,0.522124,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-09,2.1,7.5,oz,False,0.28,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-09,1.57,8.64,oz,False,0.181713,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-03-09,8.95,18.4,oz,False,0.486413,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-09,2.93,16,oz,True,0.183125,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-03-09,2.42,12.0,count,False,0.201667,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-09,2.46,8.0,oz,False,0.3075,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-03-09,1.39,16.0,oz,False,0.086875,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-03-09,1.06,8.0,oz,False,0.1325,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-09,2.66,20.0,oz,False,0.133,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-09,2.38,64,oz,True,0.037187,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-03-09,0.2,1.0,count,False,0.2,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-03-09,10.65,25.6,oz,False,0.416016,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-03-09,0.98,5.8,oz,False,0.168966,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-03-09,0.75,1.0,count,False,0.75,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-03-09,7.25,16,oz,False,0.453125,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-03-09,2.0,1.0,count,False,2.0,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-03-09,2.2,12.0,count,False,0.183333,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-03-09,2.89,8.0,count,False,0.36125,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-03-09,1.0,16.0,oz,False,0.0625,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-03-09,0.46,8.0,oz,False,0.0575,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-03-09,1.54,20.0,oz,False,0.077,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-03-09,3.36,128.0,oz,False,0.02625,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.47/lb),$0.16,Aldi,2026-03-10,0.16,5.28,oz,False,0.030303,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.5 lb/package  ($1.99/lb),$4.98,Aldi,2026-03-10,5.23,40.0,oz,False,0.13075,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-03-10,2.37,24.0,oz,False,0.09875,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.45,Aldi,2026-03-10,2.41,48.0,oz,False,0.050208,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-03-10,7.44,21.28,oz,False,0.349624,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.39,Aldi,2026-03-10,2.24,1.0,count,False,2.24,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-03-10,4.26,12.0,count,False,0.355,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.55,Aldi,2026-03-10,3.58,16.0,oz,False,0.22375,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-03-10,1.05,15.0,oz,False,0.07,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-10,0.59,8.0,oz,False,0.07375,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-10,1.63,20.0,oz,False,0.0815,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-03-10,2.28,64.0,oz,False,0.035625,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-03-10,0.28,6.4,oz,False,0.04375,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-10,9.48,18.08,oz,False,0.524336,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-10,2.07,7.5,oz,False,0.276,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-10,1.6,8.64,oz,False,0.185185,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-03-10,8.89,18.4,oz,False,0.483152,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-10,3.01,16,oz,True,0.188125,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-03-10,2.45,12.0,count,False,0.204167,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-10,2.45,8.0,oz,False,0.30625,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-03-10,1.41,16.0,oz,False,0.088125,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-03-10,1.07,8.0,oz,False,0.13375,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-10,2.67,20.0,oz,False,0.1335,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-10,2.41,64,oz,True,0.037656,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-03-10,0.19,1.0,count,False,0.19,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-03-10,10.63,25.6,oz,False,0.415234,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-03-10,0.92,5.8,oz,False,0.158621,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-03-10,0.75,1.0,count,False,0.75,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-03-10,7.2,16,oz,False,0.45,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-03-10,1.96,1.0,count,False,1.96,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-03-10,2.24,12.0,count,False,0.186667,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-03-10,2.9,8.0,count,False,0.3625,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-03-10,1.01,16.0,oz,False,0.063125,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-03-10,0.46,8.0,oz,False,0.0575,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-03-10,1.58,20.0,oz,False,0.079,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-03-10,3.35,128.0,oz,False,0.026172,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.47/lb),$0.16,Aldi,2026-03-11,0.16,5.28,oz,False,0.030303,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-03-11,5.37,43.2,oz,False,0.124306,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-03-11,2.33,24.0,oz,False,0.097083,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.45,Aldi,2026-03-11,2.45,48.0,oz,False,0.051042,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-03-11,7.43,21.28,oz,False,0.349154,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.19,Aldi,2026-03-11,2.19,1.0,count,False,2.19,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-03-11,4.25,12.0,count,False,0.354167,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.55,Aldi,2026-03-11,3.55,16.0,oz,False,0.221875,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-03-11,1.12,15.0,oz,False,0.074667,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-11,0.55,8.0,oz,False,0.06875,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-11,1.65,20.0,oz,False,0.0825,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-03-11,2.25,64.0,oz,False,0.035156,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-03-11,0.28,6.4,oz,False,0.04375,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-11,9.43,18.08,oz,False,0.521571,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-11,2.09,7.5,oz,False,0.278667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-11,1.59,8.64,oz,False,0.184028,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-03-11,8.91,18.4,oz,False,0.484239,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-11,2.97,16,oz,True,0.185625,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-03-11,2.41,12.0,count,False,0.200833,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-11,2.43,8.0,oz,False,0.30375,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-03-11,1.4,16.0,oz,False,0.0875,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-03-11,1.12,8.0,oz,False,0.14,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-11,2.65,20.0,oz,False,0.1325,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-11,2.43,64,oz,True,0.037969,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-03-11,0.18,1.0,count,False,0.18,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-03-11,10.71,25.6,oz,False,0.418359,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-03-11,0.95,5.8,oz,False,0.163793,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-03-11,0.75,1.0,count,False,0.75,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-03-11,7.22,16,oz,False,0.45125,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-03-11,2.0,1.0,count,False,2.0,National,Produce,False,False
